country,period,net_purchases_busd,source_file
Poland,2014-06,0.029,s1_globl.txt
Poland,2014-07,0.154,s1_globl.txt
Poland,2014-08,0.206,s1_globl.txt
Poland,2014-09,1.049,s1_globl.txt
Poland,2014-10,-0.433,s1_globl.txt
Poland,2014-11,-0.366,s1_globl.txt
Poland,2014-12,0.664,s1_globl.txt
Poland,2015-01,0.748,s1_globl.txt
Poland,2015-02,-1.948,s1_globl.txt
Poland,2015-03,-0.861,s1_globl.txt
Poland,2015-04,-1.064,s1_globl.txt
Poland,2015-05,1.295,s1_globl.txt
Poland,2015-06,0.283,s1_globl.txt
Poland,2015-07,-1.219,s1_globl.txt
Poland,2015-08,-2.526,s1_globl.txt
Poland,2015-09,-1.659,s1_globl.txt
Poland,2015-10,-0.447,s1_globl.txt
Poland,2015-11,-1.271,s1_globl.txt
Poland,2015-12,0.179,s1_globl.txt
Poland,2016-01,-1.08,s1_globl.txt
Poland,2016-02,-1.094,s1_globl.txt
Poland,2016-03,-1.379,s1_globl.txt
Poland,2016-04,-1.886,s1_globl.txt
Poland,2016-05,-1.591,s1_globl.txt
Poland,2016-06,-1.673,s1_globl.txt
Poland,2016-07,-1.849,s1_globl.txt
Poland,2016-08,-0.447,s1_globl.txt
Poland,2016-09,-1.0,s1_globl.txt
Poland,2016-10,-1.83,s1_globl.txt
Poland,2016-11,0.28,s1_globl.txt
Poland,2016-12,-0.063,s1_globl.txt
Poland,2017-01,-0.956,s1_globl.txt
Poland,2017-02,0.328,s1_globl.txt
Poland,2017-03,0.711,s1_globl.txt
Poland,2017-04,-1.88,s1_globl.txt
Poland,2017-05,-0.329,s1_globl.txt
Poland,2017-06,-0.89,s1_globl.txt
Poland,2017-07,-0.512,s1_globl.txt
Poland,2017-08,0.116,s1_globl.txt
Poland,2017-09,0.781,s1_globl.txt
Poland,2017-10,1.233,s1_globl.txt
Poland,2017-11,-0.489,s1_globl.txt
Poland,2017-12,1.182,s1_globl.txt
Poland,2018-01,0.465,s1_globl.txt
Poland,2018-02,0.316,s1_globl.txt
Poland,2018-03,-0.301,s1_globl.txt
Poland,2018-04,0.247,s1_globl.txt
Poland,2018-05,-0.429,s1_globl.txt
Poland,2018-06,1.522,s1_globl.txt
Poland,2018-07,-0.042,s1_globl.txt
Poland,2018-08,-0.751,s1_globl.txt
Poland,2018-09,-0.037,s1_globl.txt
Poland,2018-10,-0.075,s1_globl.txt
Poland,2018-11,0.381,s1_globl.txt
Poland,2018-12,0.309,s1_globl.txt
Poland,2019-01,-5.858,s1_globl.txt
Poland,2019-02,-3.637,s1_globl.txt
Poland,2019-03,-2.491,s1_globl.txt
Poland,2019-04,1.702,s1_globl.txt
Poland,2019-05,0.199,s1_globl.txt
Poland,2019-06,-0.464,s1_globl.txt
Poland,2019-07,0.236,s1_globl.txt
Poland,2019-08,1.522,s1_globl.txt
Poland,2019-09,0.008,s1_globl.txt
Poland,2019-10,0.067,s1_globl.txt
Poland,2019-11,0.666,s1_globl.txt
Poland,2019-12,-0.646,s1_globl.txt
Poland,2020-01,0.813,s1_globl.txt
Poland,2020-02,-2.096,s1_globl.txt
Poland,2020-03,-0.027,s1_globl.txt
Poland,2020-04,-0.371,s1_globl.txt
Poland,2020-05,0.74,s1_globl.txt
Poland,2020-06,-1.387,s1_globl.txt
Poland,2020-07,-0.097,s1_globl.txt
Poland,2020-08,-5.632,s1_globl.txt
Poland,2020-09,0.523,s1_globl.txt
Poland,2020-10,-0.399,s1_globl.txt
Poland,2020-11,-0.151,s1_globl.txt
Poland,2020-12,1.435,s1_globl.txt
Poland,2021-01,6.208,s1_globl.txt
Poland,2021-02,-0.577,s1_globl.txt
Poland,2021-03,0.486,s1_globl.txt
Poland,2021-04,0.42,s1_globl.txt
Poland,2021-05,0.474,s1_globl.txt
Poland,2021-06,-0.399,s1_globl.txt
Poland,2021-07,-0.33,s1_globl.txt
Poland,2021-08,0.239,s1_globl.txt
Poland,2021-09,-0.117,s1_globl.txt
Poland,2021-10,0.15,s1_globl.txt
Poland,2021-11,1.273,s1_globl.txt
Poland,2021-12,-6.13,s1_globl.txt
Poland,2022-01,-0.096,s1_globl.txt
Poland,2022-02,0.038,s1_globl.txt
Poland,2022-03,-0.098,s1_globl.txt
Poland,2022-04,-0.655,s1_globl.txt
Poland,2022-05,-0.657,s1_globl.txt
Poland,2022-06,0.132,s1_globl.txt
Poland,2022-07,0.305,s1_globl.txt
Poland,2022-08,-1.292,s1_globl.txt
Poland,2022-09,-1.409,s1_globl.txt
Poland,2022-10,0.281,s1_globl.txt
Poland,2022-11,0.994,s1_globl.txt
Poland,2022-12,0.392,s1_globl.txt
Poland,2023-01,0.017,s1_globl.txt
Poland,2023-02,1.123,slt_table3.txt
Poland,2023-03,-0.207,slt_table3.txt
Poland,2023-04,1.957,slt_table3.txt
Poland,2023-05,1.62,slt_table3.txt
Poland,2023-06,1.825,slt_table3.txt
Poland,2023-07,-0.06,slt_table3.txt
Poland,2023-08,1.231,slt_table3.txt
Poland,2023-09,0.041,slt_table3.txt
Poland,2023-10,-3.085,slt_table3.txt
Poland,2023-11,0.508,slt_table3.txt
Poland,2023-12,-0.872,slt_table3.txt
Poland,2024-01,-0.527,slt_table3.txt
Poland,2024-02,0.221,slt_table3.txt
Poland,2024-03,-0.147,slt_table3.txt
Poland,2024-04,-1.125,slt_table3.txt
Poland,2024-05,0.582,slt_table3.txt
Poland,2024-06,2.87,slt_table3.txt
Poland,2024-07,-0.191,slt_table3.txt
Poland,2024-08,-0.182,slt_table3.txt
Poland,2024-09,0.503,slt_table3.txt
Poland,2024-10,-0.159,slt_table3.txt
Poland,2024-11,1.766,slt_table3.txt
Poland,2024-12,-0.03,slt_table3.txt
Poland,2025-01,0.878,slt_table3.txt
Poland,2025-02,-0.676,slt_table3.txt
Poland,2025-03,2.265,slt_table3.txt
Poland,2025-04,5.152,slt_table3.txt
Poland,2025-05,1.611,slt_table3.txt
Poland,2025-06,1.902,slt_table3.txt
Poland,2025-07,1.213,slt_table3.txt
Poland,2025-08,-5.752,slt_table3.txt
Poland,2025-09,0.589,slt_table3.txt
Poland,2025-10,0.83,slt_table3.txt
Poland,2025-11,-2.655,slt_table3.txt
Poland,2025-12,0.13,slt_table3.txt
Poland,2026-01,5.1,slt_table3.txt
Poland,2026-02,0.453,slt_table3.txt
Poland,2026-03,-1.279,slt_table3.txt
Poland,2026-04,-0.501,slt_table3.txt
